name,latitude,longitude
Lasioglossum (Dialictus) dispersum,18.121111111111112,-66.595
Lasioglossum (Dialictus) dispersum,18.24722222222222,-66.89500000000001
Lasioglossum (Dialictus) dispersum,18.24722222222222,-66.89500000000001
Lasioglossum (Dialictus) dispersum,18.24722222222222,-66.89500000000001
Lasioglossum (Dialictus) dispersum,18.24722222222222,-66.89500000000001
Lasioglossum (Dialictus) dispersum,18.24722222222222,-66.89500000000001
Lasioglossum (Dialictus) dispersum,18.317777777777778,-66.99055555555556
Lasioglossum (Dialictus) dispersum,18.317777777777778,-66.99055555555556
Lasioglossum (Dialictus) dispersum,18.317777777777778,-66.99055555555556
Lasioglossum (Dialictus) dispersum,18.317777777777778,-66.99055555555556
Lasioglossum (Dialictus) dispersum,18.317777777777778,-66.99055555555556
Lasioglossum (Dialictus) dispersum,18.317777777777778,-66.99055555555556
Lasioglossum (Dialictus) dispersum,18.23638888888889,-66.88055555555555
Lasioglossum (Dialictus) dispersum,17.97277777777778,-64.87805555555556
Lasioglossum (Dialictus) dispersum,17.97277777777778,-64.87805555555556
Lasioglossum (Dialictus) dispersum,17.97277777777778,-64.87805555555556
Lasioglossum (Dialictus) dispersum,18.341944444444444,-65.3488888888889
Lasioglossum (Dialictus) dispersum,17.80638888888889,-65.03888888888889
Lasioglossum (Dialictus) dispersum,17.80638888888889,-65.03888888888889
Lasioglossum (Dialictus) dispersum,17.76833333333333,-64.99472222222222
Lasioglossum (Dialictus) dispersum,17.76833333333333,-64.99472222222222
Lasioglossum (Dialictus) dispersum,17.810277777777777,-64.83944444444444
Lasioglossum (Dialictus) dispersum,17.810277777777777,-64.83944444444444
Lasioglossum (Dialictus) dispersum,18.461111111111112,-65.225
Lasioglossum (Dialictus) dispersum,18.305555555555557,-65.31111111111112
Lasioglossum (Dialictus) dispersum,19.22,-64.57527777777777
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) dispersum,23.96361111111111,-165.1675
Lasioglossum (Dialictus) Amona,18.141388888888887,-68.49083333333333
Lasioglossum (Dialictus) Amona,18.141388888888887,-68.49083333333333
Lasioglossum (Dialictus) Amona,18.141388888888887,-68.49083333333333
Lasioglossum (Dialictus) Amona,18.141388888888887,-68.49083333333333
Lasioglossum (Dialictus) Amona,18.141388888888887,-68.49083333333333
Lasioglossum (Dialictus) enatum,18.242777777777775,-67.25972222222222
Lasioglossum (Dialictus) enatum,18.704166666666666,-67.25194444444445
Lasioglossum (Dialictus) enatum,18.715833333333332,-67.23444444444445
Lasioglossum (Dialictus) enatum,18.76527777777778,-67.24527777777777
Lasioglossum (Dialictus) enatum,18.772499999999997,-67.19388888888889
Lasioglossum (Dialictus) enatum,18.468055555555555,-67.235
Lasioglossum (Dialictus) enatum,18.613055555555558,-66.10194444444444
Lasioglossum (Dialictus) enatum,18.752222222222223,-66.90027777777779
Lasioglossum (Dialictus) enatum,18.75638888888889,-66.91055555555556
Lasioglossum (Dialictus) enatum,18.64,-66.25222222222222
Lasioglossum (Dialictus) enatum,18.148333333333333,-67.25222222222223
Lasioglossum (Dialictus) enatum,18.15611111111111,-67.24805555555555
Lasioglossum (Dialictus) enatum,18.19333333333333,-67.23083333333334
Lasioglossum (Dialictus) enatum,18.19333333333333,-67.23083333333334
Lasioglossum (Dialictus) enatum,18.242777777777775,-67.25972222222222
Lasioglossum (Dialictus) enatum,18.242777777777775,-67.25972222222222
Lasioglossum (Dialictus) enatum,17.979444444444443,-67.19361111111111
Lasioglossum (Dialictus) enatum,18.19027777777778,-66.27777777777777
Lasioglossum (Dialictus) enatum,18.290277777777778,-66.27638888888889
Lasioglossum (Dialictus) enatum,18.297222222222224,-66.27166666666666
Lasioglossum (Dialictus) enatum,18.289444444444445,-66.2675
Lasioglossum (Dialictus) enatum,18.579722222222223,-66.54277777777777
Lasioglossum (Dialictus) enatum,18.534166666666664,-65.5125
Lasioglossum (Dialictus) enatum,17.948611111111113,-66.87666666666667
Lasioglossum (Dialictus) enatum,18.644166666666667,-67.45138888888889
Lasioglossum (Dialictus) enatum,18.609444444444442,-67.47
Lasioglossum (Dialictus) enatum,18.635555555555555,-67.51055555555556
Lasioglossum (Dialictus) enatum,18.609722222222224,-67.50750000000001
Lasioglossum (Dialictus) enatum,18.03222222222222,-67.32416666666667
Lasioglossum (Dialictus) enatum,18.044722222222223,-67.33055555555555
Lasioglossum (Dialictus) enatum,18.03972222222222,-67.32027777777778
Lasioglossum (Dialictus) enatum,18.03222222222222,-67.31694444444445
Lasioglossum (Dialictus) enatum,18.256666666666668,-66.36805555555554
Lasioglossum (Dialictus) enatum,18.83888888888889,-67.03777777777778
Lasioglossum (Dialictus) enatum,18.843333333333334,-67.03805555555556
Lasioglossum (Dialictus) enatum,18.836111111111112,-67.0425
Lasioglossum (Dialictus) enatum,18.835555555555555,-67.03527777777778
Lasioglossum (Dialictus) enatum,18.828055555555554,-67.04055555555556
Lasioglossum (Dialictus) enatum,18.83361111111111,-67.03027777777778
Lasioglossum (Dialictus) enatum,18.090833333333332,-67.10277777777777
Lasioglossum (Dialictus) enatum,18.092777777777776,-67.10444444444444
Lasioglossum (Dialictus) enatum,18.085277777777776,-67.10555555555555
Lasioglossum (Dialictus) enatum,18.089166666666667,-67.10527777777777
Lasioglossum (Dialictus) enatum,18.73972222222222,-66.51416666666667
Lasioglossum (Dialictus) enatum,18.704722222222223,-66.49277777777777
Lasioglossum (Dialictus) enatum,18.619444444444444,-66.21027777777778
Lasioglossum (Dialictus) enatum,18.61777777777778,-66.19222222222223
Lasioglossum (Dialictus) enatum,18.623055555555556,-66.20111111111112
Lasioglossum (Dialictus) enatum,18.628888888888888,-66.20944444444444
Lasioglossum (Dialictus) enatum,18.422777777777778,-67.02972222222223
Lasioglossum (Dialictus) enatum,18.323888888888888,-67.24138888888889
Lasioglossum (Dialictus) enatum,18.351944444444445,-67.25277777777778
Lasioglossum (Dialictus) enatum,18.025555555555556,-67.04138888888889
Lasioglossum (Dialictus) enatum,18.015555555555554,-67.1061111111111
Lasioglossum (Dialictus) enatum,18.042777777777776,-67.05666666666666
Lasioglossum (Dialictus) enatum,18.020555555555553,-67.01527777777778
Lasioglossum (Dialictus) enatum,18.649444444444445,-67.0038888888889
Lasioglossum (Dialictus) enatum,18.029722222222222,-67.04472222222222
Lasioglossum (Dialictus) enatum,18.010277777777777,-66.99388888888889
Lasioglossum (Dialictus) enatum,18.035,-66.99194444444444
Lasioglossum (Dialictus) enatum,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) enatum,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) enatum,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) enatum,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) enatum,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) enatum,18.14138888888889,-67.60666666666665
Lasioglossum (Dialictus) enatum,18.188055555555557,-66.54194444444445
Lasioglossum (Dialictus) enatum,18.188055555555557,-66.54194444444445
Lasioglossum (Dialictus) enatum,18.166666666666664,-66.46611111111112
Lasioglossum (Dialictus) enatum,18.166666666666664,-66.46611111111112
Lasioglossum (Dialictus) enatum,18.166666666666664,-66.46611111111112
Lasioglossum (Dialictus) enatum,18.166666666666664,-66.46611111111112
Lasioglossum (Dialictus) enatum,18.179166666666667,-66.43416666666667
Lasioglossum (Dialictus) enatum,18.179166666666667,-66.43416666666667
Lasioglossum (Dialictus) enatum,18.179166666666667,-66.43416666666667
Lasioglossum (Dialictus) enatum,18.004722222222224,-66.46527777777779
Lasioglossum (Dialictus) enatum,18.004722222222224,-66.46527777777779
Lasioglossum (Dialictus) enatum,18.004722222222224,-66.46527777777779
Lasioglossum (Dialictus) enatum,18.004722222222224,-66.46527777777779
Lasioglossum (Dialictus) enatum,18.004722222222224,-66.46527777777779
Lasioglossum (Dialictus) enatum,18.14222222222222,-66.41000000000001
Lasioglossum (Dialictus) enatum,18.14222222222222,-66.41000000000001
Lasioglossum (Dialictus) enatum,18.14222222222222,-66.41000000000001
Lasioglossum (Dialictus) enatum,18.004722222222224,-66.67305555555556
Lasioglossum (Dialictus) enatum,18.004722222222224,-66.67305555555556
Lasioglossum (Dialictus) enatum,18.11861111111111,-66.43416666666667
Lasioglossum (Dialictus) enatum,18.11861111111111,-66.43416666666667
Lasioglossum (Dialictus) enatum,18.11861111111111,-66.43416666666667
Lasioglossum (Dialictus) enatum,18.11861111111111,-66.43416666666667
Lasioglossum (Dialictus) enatum,18.11861111111111,-66.43416666666667
Lasioglossum (Dialictus) enatum,18.11861111111111,-66.43416666666667
Lasioglossum (Dialictus) enatum,18.121111111111112,-66.595
Lasioglossum (Dialictus) enatum,18.121111111111112,-66.595
Lasioglossum (Dialictus) enatum,18.121111111111112,-66.595
Lasioglossum (Dialictus) enatum,18.121111111111112,-66.595
Lasioglossum (Dialictus) enatum,18.121111111111112,-66.595
Lasioglossum (Dialictus) enatum,18.613333333333333,-66.67583333333334
Lasioglossum (Dialictus) enatum,18.7925,-67.56916666666666
Lasioglossum (Dialictus) enatum,18.24722222222222,-66.89500000000001
Lasioglossum (Dialictus) enatum,18.24722222222222,-66.89500000000001
Lasioglossum (Dialictus) enatum,18.393333333333334,-66.81722222222221
Lasioglossum (Dialictus) enatum,18.23638888888889,-66.88055555555555
Lasioglossum (Dialictus) enatum,18.22083333333333,-65.23972222222223
Lasioglossum (Dialictus) enatum,17.810277777777777,-64.83944444444444
Lasioglossum (Dialictus) enatum,17.810277777777777,-64.83944444444444
Lasioglossum (Dialictus) enatum,18.16,-65.4363888888889
Lasioglossum (Dialictus) enatum,18.5725,-65.50083333333333
Lasioglossum (Dialictus) enatum,18.29361111111111,-65.30444444444444
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.798055555555557,-64.96000000000001
Lasioglossum (Dialictus) enatum,18.885555555555555,-64.60722222222222
Lasioglossum (Dialictus) enatum,18.885555555555555,-64.60722222222222
Lasioglossum (Dialictus) enatum,18.8275,-64.67305555555556
Lasioglossum (Dialictus) monense,18.064444444444444,-67.86833333333333
Lasioglossum (Dialictus) monense,18.141388888888887,-68.49083333333333
Lasioglossum (Dialictus) monense,18.141388888888887,-68.49083333333333
Lasioglossum (Dialictus) monense,18.141388888888887,-68.49083333333333
Lasioglossum (Dialictus) ferrerii,23.366388888888892,-83.275
Lasioglossum (Dialictus) ferrerii,22.40138888888889,-79.275
Lasioglossum (Dialictus) ferrerii,22.692777777777778,-84.15555555555557
Lasioglossum (Dialictus) ferrerii,22.266666666666666,-80.74388888888889
Lasioglossum (Dialictus) ferrerii,23.193333333333335,-82.61833333333333
Lasioglossum (Dialictus) ferrerii,18.264166666666668,-66.36777777777777
Lasioglossum (Dialictus) ferrerii,18.980555555555554,-69.03361111111111
Lasioglossum (Dialictus) ferrerii,19.364722222222223,-70.86805555555554
Lasioglossum (Dialictus) ferrerii,20.302222222222223,-71.15305555555557
Lasioglossum (Dialictus) ferrerii,20.302222222222223,-71.15305555555557
Lasioglossum (Dialictus) ferrerii,20.302222222222223,-71.15305555555557
Lasioglossum (Dialictus) ferrerii,18.8325,-72.79222222222222
Lasioglossum (Dialictus) ferrerii,18.145555555555553,-76.68333333333334
Lasioglossum (Dialictus) ferrerii,18.067777777777778,-77.10111111111111
Lasioglossum (Dialictus) ferrerii,18.067777777777778,-77.10111111111111
Lasioglossum (Dialictus) ferrerii,18.067777777777778,-77.10111111111111
Lasioglossum (Dialictus) ferrerii,18.720555555555556,-67.26138888888889
Lasioglossum (Dialictus) ferrerii,18.745,-67.08444444444444
Lasioglossum (Dialictus) ferrerii,18.659444444444443,-66.28138888888888
Lasioglossum (Dialictus) ferrerii,18.62361111111111,-67.52388888888889
Lasioglossum (Dialictus) ferrerii,18.07027777777778,-67.33416666666666
Lasioglossum (Dialictus) ferrerii,18.08861111111111,-67.1036111111111
Lasioglossum (Dialictus) ferrerii,18.088333333333335,-67.10833333333333
Lasioglossum (Dialictus) ferrerii,18.701666666666664,-66.49722222222222
Lasioglossum (Dialictus) ferrerii,18.619444444444444,-66.20055555555555
Lasioglossum (Dialictus) ferrerii,18.624444444444446,-66.19222222222223
Lasioglossum (Dialictus) ferrerii,18.626944444444447,-66.20833333333334
Lasioglossum (Dialictus) ferrerii,18.719166666666666,-66.82416666666666
Lasioglossum (Dialictus) ferrerii,18.335277777777776,-67.22805555555556
Lasioglossum (Dialictus) ferrerii,18.361944444444447,-67.2375
Lasioglossum (Dialictus) ferrerii,18.73888888888889,-66.1286111111111
Lasioglossum (Dialictus) ferrerii,18.741111111111113,-66.11805555555554
Lasioglossum (Dialictus) ferrerii,18.179166666666667,-66.43416666666667
Lasioglossum (Dialictus) ferrerii,18.14222222222222,-66.41000000000001
Lasioglossum (Dialictus) ferrerii,18.121111111111112,-66.595
Lasioglossum (Dialictus) ferrerii,18.74277777777778,-66.43027777777779
Lasioglossum (Dialictus) ferrerii,18.24722222222222,-66.89500000000001
Lasioglossum (Dialictus) genaroi,18.23638888888889,-66.88055555555555
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.39888888888889,-67.36611111111112
Lasioglossum (Dialictus) genaroi,19.40222222222222,-67.15611111111112
Lasioglossum (Dialictus) genaroi,19.40222222222222,-67.15611111111112
Lasioglossum (Dialictus) genaroi,18.240833333333335,-66.69722222222222
Lasioglossum (Dialictus) genaroi,19.40222222222222,-67.15611111111112
Lasioglossum (Dialictus) genaroi,19.40222222222222,-67.15611111111112
Lasioglossum (Dialictus) genaroi,18.23638888888889,-66.88055555555555
Lasioglossum (Dialictus) genaroi,18.393333333333334,-66.81722222222221
Lasioglossum (Dialictus) genaroi,18.317777777777778,-66.99055555555556
Lasioglossum (Dialictus) genaroi,18.23638888888889,-66.88055555555555
Lasioglossum (Dialictus) genaroi,18.23638888888889,-66.88055555555555
Lasioglossum (Dialictus) gundlachii,23.36888888888889,-83.27722222222222
Lasioglossum (Dialictus) gundlachii,23.365555555555556,-83.26444444444445
Lasioglossum (Dialictus) gundlachii,22.25722222222222,-80.71777777777778
Lasioglossum (Dialictus) gundlachii,20.231944444444444,-75.34916666666666
Lasioglossum (Dialictus) gundlachii,20.50916666666667,-75.20916666666668
Lasioglossum (Dialictus) gundlachii,20.535,-75.23555555555555
Lasioglossum (Dialictus) gundlachii,20.523888888888887,-75.35499999999999
Lasioglossum (Dialictus) gundlachii,23.19388888888889,-82.60583333333332
Lasioglossum (Dialictus) gundlachii,23.16722222222222,-82.55444444444444
Lasioglossum (Dialictus) gundlachii,23.073333333333334,-81.96888888888888
Lasioglossum (Dialictus) gundlachii,22.71,-84.16638888888889
Lasioglossum (Dialictus) gundlachii,22.705555555555556,-84.1725
Lasioglossum (Dialictus) gundlachii,22.722777777777775,-84.165
Lasioglossum (Dialictus) gundlachii,22.701944444444443,-84.16861111111112
Lasioglossum (Dialictus) gundlachii,22.724999999999998,-84.1613888888889
Lasioglossum (Dialictus) gundlachii,22.70888888888889,-84.15361111111112
Lasioglossum (Dialictus) gundlachii,20.035,-76.37388888888889
Lasioglossum (Dialictus) gundlachii,22.939166666666665,-80.02555555555556
Lasioglossum (Dialictus) gundlachii,18.0625,-71.14583333333334
Lasioglossum (Dialictus) gundlachii,18.355,-71.17
Lasioglossum (Dialictus) gundlachii,19.956944444444446,-72.12583333333333
Lasioglossum (Dialictus) gundlachii,19.283333333333335,-69.07249999999999
Lasioglossum (Dialictus) gundlachii,19.839444444444442,-70.82666666666667
Lasioglossum (Dialictus) gundlachii,19.420555555555556,-69.54888888888888
Lasioglossum (Dialictus) gundlachii,18.960833333333333,-68.96861111111112
Lasioglossum (Dialictus) gundlachii,18.895555555555553,-68.95361111111112
Lasioglossum (Dialictus) gundlachii,19.00777777777778,-68.93222222222222
Lasioglossum (Dialictus) gundlachii,18.72361111111111,-69.61861111111111
Lasioglossum (Dialictus) gundlachii,19.03666666666667,-70.51888888888888
Lasioglossum (Dialictus) gundlachii,19.371666666666666,-70.88833333333332
Lasioglossum (Dialictus) gundlachii,19.384166666666665,-70.89611111111111
Lasioglossum (Dialictus) gundlachii,18.870555555555555,-70.33833333333332
Lasioglossum (Dialictus) gundlachii,18.072777777777777,-72.24916666666667
Lasioglossum (Dialictus) gundlachii,18.570833333333333,-70.58916666666666
Lasioglossum (Dialictus) gundlachii,18.532777777777778,-70.56777777777778
Lasioglossum (Dialictus) gundlachii,20.326944444444443,-71.19194444444445
Lasioglossum (Dialictus) gundlachii,20.326666666666668,-71.13611111111112
Lasioglossum (Dialictus) gundlachii,20.317222222222224,-71.16333333333334
Lasioglossum (Dialictus) gundlachii,20.326944444444443,-71.16527777777779
Lasioglossum (Dialictus) gundlachii,18.690833333333334,-70.1888888888889
Lasioglossum (Dialictus) gundlachii,18.727777777777778,-70.22472222222223
Lasioglossum (Dialictus) gundlachii,18.763055555555557,-69.52777777777777
Lasioglossum (Dialictus) gundlachii,18.8325,-72.79222222222222
Lasioglossum (Dialictus) gundlachii,18.8325,-72.79222222222222
Lasioglossum (Dialictus) gundlachii,18.8325,-72.79222222222222
Lasioglossum (Dialictus) gundlachii,18.8325,-72.79222222222222
Lasioglossum (Dialictus) gundlachii,18.390277777777776,-74.36805555555554
Lasioglossum (Dialictus) gundlachii,18.26972222222222,-67.20166666666667
Lasioglossum (Dialictus) gundlachii,18.234722222222224,-66.44722222222222
Lasioglossum (Dialictus) gundlachii,18.78361111111111,-67.21388888888889
Lasioglossum (Dialictus) gundlachii,18.78611111111111,-67.23444444444445
Lasioglossum (Dialictus) gundlachii,18.754166666666666,-66.90583333333333
